KW,cold,hot,KW,cold,hot
14672.97,13215.49296,350,14672.97,13215.49296,350
14774.75,14050.80986,332.3529412,14774.75,14050.80986,332.3529412
14967.55,14508.69718,320.5882353,14967.55,14508.69718,320.5882353
14908.35,13972.04225,338.2352941,14908.35,13972.04225,338.2352941
14900.55,12847.28873,358.8235294,14900.55,12847.28873,358.8235294
14628.75,11821.90141,344.1176471,14628.75,11821.90141,344.1176471
14118.27,10733.97887,314.7058824,14118.27,10733.97887,314.7058824
13597.25,10093.27465,320.5882353,13597.25,10093.27465,320.5882353
12532.77,9060.387324,311.7647059,12532.77,9060.387324,311.7647059
12226.35,8305.422535,311.7647059,12226.35,8305.422535,311.7647059
12536.65,8021.795775,308.8235294,12536.65,8021.795775,308.8235294
12419.27,7872.359155,311.7647059,12419.27,7872.359155,311.7647059
12238.45,7601.549296,308.8235294,12238.45,7601.549296,308.8235294
12102.93,7033.521127,385.2941176,12102.93,7033.521127,385.2941176
12061.67,6906.373239,444.1176471,12061.67,6906.373239,444.1176471
12626.73,6996.619718,635.2941176,12626.73,6996.619718,635.2941176
13378.05,7342.605634,691.1764706,13378.05,7342.605634,691.1764706
13675.38,7367.464789,714.7058824,13675.38,7367.464789,714.7058824
13656.08,7673.767606,658.8235294,13656.08,7673.767606,658.8235294
13784.73,9114.683099,573.5294118,13784.73,9114.683099,573.5294118
14084.95,11078.97887,520.5882353,14084.95,11078.97887,520.5882353
14367.07,12891.47887,473.5294118,14367.07,12891.47887,473.5294118
14629,13803.09859,458.8235294,14629,13803.09859,458.8235294
14808.5,14634.26056,414.7058824,14808.5,14634.26056,414.7058824
14839.35,15740.77465,388.2352941,14839.35,15740.77465,388.2352941
14738.9,16433.80282,373.5294118,14738.9,16433.80282,373.5294118
14676.95,16614.85915,402.9411765,14676.95,16614.85915,402.9411765
14395.9,16180.6338,417.6470588,14395.9,16180.6338,417.6470588
14069.45,14382.78169,423.5294118,14069.45,14382.78169,423.5294118
15315.48,12516.33803,417.6470588,15315.48,12516.33803,417.6470588
15763,12675.70423,367.6470588,15763,12675.70423,367.6470588
15479.97,10839.64789,350,15479.97,10839.64789,350
15589.63,8946.619718,305.8823529,15589.63,8946.619718,305.8823529
15018.95,7976.725352,282.3529412,15018.95,7976.725352,282.3529412
14865.05,7446.901408,282.3529412,14865.05,7446.901408,282.3529412
14573.83,6959.647887,291.1764706,14573.83,6959.647887,291.1764706
14286.3,6970.246479,308.8235294,14286.3,6970.246479,308.8235294
14251.6,6680.774648,338.2352941,14251.6,6680.774648,338.2352941
14079.98,6842.711268,385.2941176,14079.98,6842.711268,385.2941176
14489.88,6982.640845,564.7058824,14489.88,6982.640845,564.7058824
13148.27,7169.542254,673.5294118,13148.27,7169.542254,673.5294118
13501.85,7059.014085,723.5294118,13501.85,7059.014085,723.5294118
13463.3,7502.464789,670.5882353,13463.3,7502.464789,670.5882353
14156.72,9407.78169,544.1176471,14156.72,9407.78169,544.1176471
14578.17,11697.57042,479.4117647,14578.17,11697.57042,479.4117647
15090.35,13519.40141,426.4705882,15090.35,13519.40141,426.4705882
15450.27,14900.14085,364.7058824,15450.27,14900.14085,364.7058824
15772,16328.1338,367.6470588,15772,16328.1338,367.6470588
15835.4,17439.40141,335.2941176,15835.4,17439.40141,335.2941176
15681.38,18113.87324,320.5882353,15681.38,18113.87324,320.5882353
15548.02,18671.09155,302.9411765,15548.02,18671.09155,302.9411765
15136.1,18291.19718,326.4705882,15136.1,18291.19718,326.4705882
14757.3,16332.53521,373.5294118,14757.3,16332.53521,373.5294118
14468.62,14490.24648,388.2352941,14468.62,14490.24648,388.2352941
14038.08,13209.40141,338.2352941,14038.08,13209.40141,338.2352941
13559.78,11795.38732,300,13559.78,11795.38732,300
15319.38,10022.57042,264.7058824,15319.38,10022.57042,264.7058824
15171.6,9512.816901,258.8235294,15171.6,9512.816901,258.8235294
14840.58,9151.021127,261.7647059,14840.58,9151.021127,261.7647059
14648.15,8927.042254,261.7647059,14648.15,8927.042254,261.7647059
14343.75,8227.676056,326.4705882,14343.75,8227.676056,326.4705882
14149.05,8069.859155,385.2941176,14149.05,8069.859155,385.2941176
14261.4,7899.295775,350,14261.4,7899.295775,350
10105.48,8648.802817,447.0588235,10105.48,8648.802817,447.0588235
10818.42,6053.098592,429.4117647,10818.42,6053.098592,429.4117647
10105.48,8648.802817,447.0588235,10105.48,8648.802817,447.0588235
14048.9,9455.880282,538.2352941,14048.9,9455.880282,538.2352941
14733.7,12394.19014,458.8235294,14733.7,12394.19014,458.8235294
15133.9,15003.1338,370.5882353,15133.9,15003.1338,370.5882353
15732.35,16786.58451,344.1176471,15732.35,16786.58451,344.1176471
16039.52,18242.21831,320.5882353,16039.52,18242.21831,320.5882353
16038.48,19313.90845,308.8235294,16038.48,19313.90845,308.8235294
16097.65,19981.02113,285.2941176,16097.65,19981.02113,285.2941176
16092.38,20501.19718,244.1176471,16092.38,20501.19718,244.1176471
15914.88,20352.04225,238.2352941,15914.88,20352.04225,238.2352941
15520.17,19496.19718,273.5294118,15520.17,19496.19718,273.5294118
15094.3,17794.61268,314.7058824,15094.3,17794.61268,314.7058824
14691.4,16140.21127,358.8235294,14691.4,16140.21127,358.8235294
14338.98,14575.14085,326.4705882,14338.98,14575.14085,326.4705882
14242.4,12882.25352,285.2941176,14242.4,12882.25352,285.2941176
16587.6,11004.61268,270.5882353,16587.6,11004.61268,270.5882353
15087.13,9498.556338,267.6470588,15087.13,9498.556338,267.6470588
14312.83,8704.15493,258.8235294,14312.83,8704.15493,258.8235294
14120.42,8545.774648,255.8823529,14120.42,8545.774648,255.8823529
13636.33,8603.838028,261.7647059,13636.33,8603.838028,261.7647059
13987.75,8328.06338,288.2352941,13987.75,8328.06338,288.2352941
13727.5,8269.401408,332.3529412,13727.5,8269.401408,332.3529412
14556.1,8921.971831,497.0588235,14556.1,8921.971831,497.0588235
15256.2,9219.71831,544.1176471,15256.2,9219.71831,544.1176471
15713.47,9278.978873,579.4117647,15713.47,9278.978873,579.4117647
16319.22,10934.6831,473.5294118,16319.22,10934.6831,473.5294118
15598.95,13640.38732,400,15598.95,13640.38732,400
16295.53,16226.51408,332.3529412,16295.53,16226.51408,332.3529412
16575.15,18280.73944,344.1176471,16575.15,18280.73944,344.1176471
16881.75,19583.1338,297.0588235,16881.75,19583.1338,297.0588235
17170.9,20502.53521,267.6470588,17170.9,20502.53521,267.6470588
17286.88,21571.12676,252.9411765,17286.88,21571.12676,252.9411765
17209.8,22030.21127,250,17209.8,22030.21127,250
16899.32,21946.19718,226.4705882,16899.32,21946.19718,226.4705882
15589.83,21168.94366,250,15589.83,21168.94366,250
15232.73,19497.88732,311.7647059,15232.73,19497.88732,311.7647059
14757.95,17747.04225,317.6470588,14757.95,17747.04225,317.6470588
14260.03,15983.06338,267.6470588,14260.03,15983.06338,267.6470588
15264.45,14575.45775,255.8823529,15264.45,14575.45775,255.8823529
16145.63,13066.5493,244.1176471,16145.63,13066.5493,244.1176471
15534.38,10854.22535,252.9411765,15534.38,10854.22535,252.9411765
14794.45,9417.992958,250,14794.45,9417.992958,250
14523.52,9170.633803,247.0588235,14523.52,9170.633803,247.0588235
14204.9,9008.591549,261.7647059,14204.9,9008.591549,261.7647059
14726.6,8696.197183,282.3529412,14726.6,8696.197183,282.3529412
14786.7,8627.112676,376.4705882,14786.7,8627.112676,376.4705882
15287.28,8544.190141,482.3529412,15287.28,8544.190141,482.3529412
14885.67,8666.443662,550,14885.67,8666.443662,550
14440.9,8749.366197,594.1176471,14440.9,8749.366197,594.1176471
14329.38,8976.619718,547.0588235,14329.38,8976.619718,547.0588235
15035.8,10712.67606,458.8235294,15035.8,10712.67606,458.8235294
15920.68,13444.26056,402.9411765,15920.68,13444.26056,402.9411765
15579.03,15352.25352,379.4117647,15579.03,15352.25352,379.4117647
15902.43,17372.35915,302.9411765,15902.43,17372.35915,302.9411765
16108.55,19139.61268,300,16108.55,19139.61268,300
16147.75,20278.1338,288.2352941,16147.75,20278.1338,288.2352941
16115.1,20790,247.0588235,16115.1,20790,247.0588235
15784.27,21005.3169,252.9411765,15784.27,21005.3169,252.9411765
15589.98,20563.27465,232.3529412,15589.98,20563.27465,232.3529412
15156.42,18622.07746,294.1176471,15156.42,18622.07746,294.1176471
14805.88,17104.0493,282.3529412,14805.88,17104.0493,282.3529412
14312.6,16071.23239,314.7058824,14312.6,16071.23239,314.7058824
13890.48,13952.11268,358.8235294,13890.48,13952.11268,358.8235294
15377.58,11746.51408,238.2352941,15377.58,11746.51408,238.2352941
15890.17,10658.73239,244.1176471,15890.17,10658.73239,244.1176471
15223.4,9339.683099,250,15223.4,9339.683099,250
14775.4,8690.880282,250,14775.4,8690.880282,250
14468.9,8339.964789,273.5294118,14468.9,8339.964789,273.5294118
14597.02,8108.802817,300,14597.02,8108.802817,300
14524.53,8215.880282,300,14524.53,8215.880282,300
14515.23,8488.767606,320.5882353,14515.23,8488.767606,320.5882353
14099.95,8686.056338,405.8823529,14099.95,8686.056338,405.8823529
12970.85,8439.647887,441.1764706,12970.85,8439.647887,441.1764706
12541.2,8938.908451,432.3529412,12541.2,8938.908451,432.3529412
13694.83,11773.02817,344.1176471,13694.83,11773.02817,344.1176471
14408.72,14800.35211,300,14408.72,14800.35211,300
15066.5,16404.08451,273.5294118,15066.5,16404.08451,273.5294118
16133.93,17934.96479,255.8823529,16133.93,17934.96479,255.8823529
16329.18,18854.54225,241.1764706,16329.18,18854.54225,241.1764706
16305.32,19418.66197,244.1176471,16305.32,19418.66197,244.1176471
16226.88,19618.83803,238.2352941,16226.88,19618.83803,238.2352941
16227.48,19842.11268,208.8235294,16227.48,19842.11268,208.8235294
16133.45,19313.94366,208.8235294,16133.45,19313.94366,208.8235294
15878.23,17813.69718,232.3529412,15878.23,17813.69718,232.3529412
15025.78,16087.71127,288.2352941,15025.78,16087.71127,288.2352941
14412.25,14550.98592,261.7647059,14412.25,14550.98592,261.7647059
14168.55,13135.77465,238.2352941,14168.55,13135.77465,238.2352941
13758,11444.54225,252.9411765,13758,11444.54225,252.9411765
12457.35,9835.176056,255.8823529,12457.35,9835.176056,255.8823529
12100.8,8823.098592,264.7058824,12100.8,8823.098592,264.7058824
12028.28,8919.612676,250,12028.28,8919.612676,250
12057.78,8657.288732,267.6470588,12057.78,8657.288732,267.6470588
11930.35,8561.866197,285.2941176,11930.35,8561.866197,285.2941176
11959.07,8805.422535,302.9411765,11959.07,8805.422535,302.9411765
12188.85,8482.007042,308.8235294,12188.85,8482.007042,308.8235294
12454.13,8652.852113,379.4117647,12454.13,8652.852113,379.4117647
13108.1,8578.485915,385.2941176,13108.1,8578.485915,385.2941176
13017.93,9445.316901,367.6470588,13017.93,9445.316901,367.6470588
13389.83,11081.44366,341.1764706,13389.83,11081.44366,341.1764706
14020.75,13370.28169,311.7647059,14020.75,13370.28169,311.7647059
14982.25,15358.09859,273.5294118,14982.25,15358.09859,273.5294118
15950.92,17389.71831,252.9411765,15950.92,17389.71831,252.9411765
15937.35,18233.76761,250,15937.35,18233.76761,250
16227.9,19174.40141,241.1764706,16227.9,19174.40141,241.1764706
16327.75,19722.99296,211.7647059,16327.75,19722.99296,211.7647059
16135.15,19853.16901,208.8235294,16135.15,19853.16901,208.8235294
15921.77,19362.1831,202.9411765,15921.77,19362.1831,202.9411765
15575.43,17625.24648,235.2941176,15575.43,17625.24648,235.2941176
15099.13,16182.53521,288.2352941,15099.13,16182.53521,288.2352941
14114.92,14475.38732,258.8235294,14114.92,14475.38732,258.8235294
14031.52,13346.8662,238.2352941,14031.52,13346.8662,238.2352941
13759.5,11679.61268,255.8823529,13759.5,11679.61268,255.8823529
13218.3,10471.72535,258.8235294,13218.3,10471.72535,258.8235294
12720.47,9546.338028,255.8823529,12720.47,9546.338028,255.8823529
12189.5,8659.964789,252.9411765,12189.5,8659.964789,252.9411765
12146.25,8430.387324,282.3529412,12146.25,8430.387324,282.3529412
12177.2,8513.415493,311.7647059,12177.2,8513.415493,311.7647059
12322.6,8197.21831,358.8235294,12322.6,8197.21831,358.8235294
12722.6,8142.183099,523.5294118,12722.6,8142.183099,523.5294118
13311.9,8694.366197,567.6470588,13311.9,8694.366197,567.6470588
14109.38,8812.288732,561.7647059,14109.38,8812.288732,561.7647059
14935.58,10441.5493,502.9411765,14935.58,10441.5493,502.9411765
15158.38,11802.00704,432.3529412,15158.38,11802.00704,432.3529412
15834.8,14326.61972,394.1176471,15834.8,14326.61972,394.1176471
15715.75,17052.32394,305.8823529,15715.75,17052.32394,305.8823529
15798.65,18721.40845,294.1176471,15798.65,18721.40845,294.1176471
16026.92,19982.85211,258.8235294,16026.92,19982.85211,258.8235294
16106.02,20858.4507,229.4117647,16106.02,20858.4507,229.4117647
15944.2,21317.71127,232.3529412,15944.2,21317.71127,232.3529412
15814.47,21557.25352,255.8823529,15814.47,21557.25352,255.8823529
15373.98,20878.83803,220.5882353,15373.98,20878.83803,220.5882353
14906.47,18765.91549,302.9411765,14906.47,18765.91549,302.9411765
14623.53,16991.26761,347.0588235,14623.53,16991.26761,347.0588235
13977.5,15189.82394,308.8235294,13977.5,15189.82394,308.8235294
13545.95,13219.08451,288.2352941,13545.95,13219.08451,288.2352941
15835.4,10350.28169,279.4117647,15835.4,10350.28169,279.4117647
15593.02,9355,267.6470588,15593.02,9355,267.6470588
15576.95,9041.443662,261.7647059,15576.95,9041.443662,261.7647059
15417.35,8475.387324,255.8823529,15417.35,8475.387324,255.8823529
15008.75,8109.366197,288.2352941,15008.75,8109.366197,288.2352941
14729.95,7429.894366,308.8235294,14729.95,7429.894366,308.8235294
14712.8,7252.253521,388.2352941,14712.8,7252.253521,388.2352941
14861,7732.640845,502.9411765,14861,7732.640845,502.9411765
14770.55,8166.021127,570.5882353,14770.55,8166.021127,570.5882353
14040.9,7655.56338,638.2352941,14040.9,7655.56338,638.2352941
14064.25,7995.176056,588.2352941,14064.25,7995.176056,588.2352941
14767.78,10007.42958,479.4117647,14767.78,10007.42958,479.4117647
15545.82,12977.5,397.0588235,15545.82,12977.5,397.0588235
15996.3,15276.09155,323.5294118,15996.3,15276.09155,323.5294118
16286.08,17591.40845,308.8235294,16286.08,17591.40845,308.8235294
16390.65,19190.45775,302.9411765,16390.65,19190.45775,302.9411765
16360.17,19782.46479,276.4705882,16360.17,19782.46479,276.4705882
16349.52,20226.23239,264.7058824,16349.52,20226.23239,264.7058824
16024.58,19779.78873,264.7058824,16024.58,19779.78873,264.7058824
15561.3,19298.20423,267.6470588,15561.3,19298.20423,267.6470588
15217.33,18059.01408,308.8235294,15217.33,18059.01408,308.8235294
14842.48,16445.70423,344.1176471,14842.48,16445.70423,344.1176471
13956.6,14407.04225,323.5294118,13956.6,14407.04225,323.5294118
14073,12852.64085,267.6470588,14073,12852.64085,267.6470588
16185.97,11253.76761,261.7647059,16185.97,11253.76761,261.7647059
15674.5,10248.16901,261.7647059,15674.5,10248.16901,261.7647059
15346.53,9471.65493,258.8235294,15346.53,9471.65493,258.8235294
14965.68,8934.929577,258.8235294,14965.68,8934.929577,258.8235294
14821.45,8408.274648,261.7647059,14821.45,8408.274648,261.7647059
14610.08,8397.253521,297.0588235,14610.08,8397.253521,297.0588235
14571.25,8045.211268,329.4117647,14571.25,8045.211268,329.4117647
15009.83,8327.887324,473.5294118,15009.83,8327.887324,473.5294118
14547.02,8782.78169,544.1176471,14547.02,8782.78169,544.1176471
13508.1,8384.295775,582.3529412,13508.1,8384.295775,582.3529412
13878.75,8684.823944,576.4705882,13878.75,8684.823944,576.4705882
14077.75,9010.211268,532.3529412,14077.75,9010.211268,532.3529412
14202.77,9354.542254,500,14202.77,9354.542254,500
14398.45,9042.922535,470.5882353,14398.45,9042.922535,470.5882353
14846.25,10329.50704,414.7058824,14846.25,10329.50704,414.7058824
14737.4,11092.85211,397.0588235,14737.4,11092.85211,397.0588235
14801.52,11575.17606,388.2352941,14801.52,11575.17606,388.2352941
14931.82,11895.10563,423.5294118,14931.82,11895.10563,423.5294118
15164.73,12180.49296,429.4117647,15164.73,12180.49296,429.4117647
14649.9,11691.09155,411.7647059,14649.9,11691.09155,411.7647059
14355.1,10662.14789,432.3529412,14355.1,10662.14789,432.3529412
14160.38,9875.915493,388.2352941,14160.38,9875.915493,388.2352941
14063.72,9309.260563,367.6470588,14063.72,9309.260563,367.6470588
13366.77,8668.169014,370.5882353,13366.77,8668.169014,370.5882353
15316.47,8123.415493,308.8235294,15316.47,8123.415493,308.8235294
14796.48,7459.471831,302.9411765,14796.48,7459.471831,302.9411765
14433.83,7125.56338,294.1176471,14433.83,7125.56338,294.1176471
14313.28,6854.964789,297.0588235,14313.28,6854.964789,297.0588235
14066.67,6461.478873,311.7647059,14066.67,6461.478873,311.7647059
13981.13,6397.112676,341.1764706,13981.13,6397.112676,341.1764706
13284.32,6560.985915,388.2352941,13284.32,6560.985915,388.2352941
12687.63,7032.429577,567.6470588,12687.63,7032.429577,567.6470588
13357.53,7268.661972,658.8235294,13357.53,7268.661972,658.8235294
13738.63,7115.070423,694.1176471,13738.63,7115.070423,694.1176471
13628.75,7427.992958,638.2352941,13628.75,7427.992958,638.2352941
13866.98,7996.725352,552.9411765,13866.98,7996.725352,552.9411765
13958.63,9200,497.0588235,13958.63,9200,497.0588235
14326.85,10457.35915,452.9411765,14326.85,10457.35915,452.9411765
14742,11544.78873,438.2352941,14742,11544.78873,438.2352941
14850.25,12285.77465,470.5882353,14850.25,12285.77465,470.5882353
14993.38,13163.69718,402.9411765,14993.38,13163.69718,402.9411765
14884.55,13947.14789,397.0588235,14884.55,13947.14789,397.0588235
15376.73,14093.87324,426.4705882,15376.73,14093.87324,426.4705882
15363.75,13816.61972,397.0588235,15363.75,13816.61972,397.0588235
14927.6,12660.73944,417.6470588,14927.6,12660.73944,417.6470588
13829.97,11408.94366,447.0588235,13829.97,11408.94366,447.0588235
13274.7,10511.09155,347.0588235,13274.7,10511.09155,347.0588235
14392.03,9668.485915,329.4117647,14392.03,9668.485915,329.4117647
15116.78,8205.492958,305.8823529,15116.78,8205.492958,305.8823529
14670.67,7236.690141,291.1764706,14670.67,7236.690141,291.1764706
14290.45,6478.274648,320.5882353,14290.45,6478.274648,320.5882353
13777.38,6162.464789,297.0588235,13777.38,6162.464789,297.0588235
13563.17,6019.190141,311.7647059,13563.17,6019.190141,311.7647059
13429.7,5789.577465,344.1176471,13429.7,5789.577465,344.1176471
13576.17,5881.830986,402.9411765,13576.17,5881.830986,402.9411765
14127.3,6099.859155,585.2941176,14127.3,6099.859155,585.2941176
12954.67,6564.753521,723.5294118,12954.67,6564.753521,723.5294118
13102.87,6209.753521,755.8823529,13102.87,6209.753521,755.8823529
13030.63,6895.56338,667.6470588,13030.63,6895.56338,667.6470588
13177.35,7917.359155,591.1764706,13177.35,7917.359155,591.1764706
13704.55,8970.950704,520.5882353,13704.55,8970.950704,520.5882353
14124.83,10362.35915,479.4117647,14124.83,10362.35915,479.4117647
14260.57,11747.14789,444.1176471,14260.57,11747.14789,444.1176471
14469.42,13280.98592,417.6470588,14469.42,13280.98592,417.6470588
14550.6,14702.00704,364.7058824,14550.6,14702.00704,364.7058824
14421.65,15168.90845,358.8235294,14421.65,15168.90845,358.8235294
14081.02,15507.64085,352.9411765,14081.02,15507.64085,352.9411765
13802.52,15117.32394,397.0588235,13802.52,15117.32394,397.0588235
13432.68,13705.14085,364.7058824,13432.68,13705.14085,364.7058824
13217.82,12269.43662,338.2352941,13217.82,12269.43662,338.2352941
12907.65,11004.19014,317.6470588,12907.65,11004.19014,317.6470588
14000.92,9962.21831,294.1176471,14000.92,9962.21831,294.1176471
15369.88,9168.450704,270.5882353,15369.88,9168.450704,270.5882353
14697.65,7766.725352,261.7647059,14697.65,7766.725352,261.7647059
14357.83,7426.478873,261.7647059,14357.83,7426.478873,261.7647059
13969.63,6810.950704,270.5882353,13969.63,6810.950704,270.5882353
13721.27,6564.295775,285.2941176,13721.27,6564.295775,285.2941176
13689.35,6467.887324,308.8235294,13689.35,6467.887324,308.8235294
13656.02,6531.795775,326.4705882,13656.02,6531.795775,326.4705882
14007.92,6669.366197,323.5294118,14007.92,6669.366197,323.5294118
12375.3,6667.640845,473.5294118,12375.3,6667.640845,473.5294118
12158.5,6728.838028,458.8235294,12158.5,6728.838028,458.8235294
12051.8,7574.683099,429.4117647,12051.8,7574.683099,429.4117647
12499.22,9149.823944,367.6470588,12499.22,9149.823944,367.6470588
13624.27,11593.34507,335.2941176,13624.27,11593.34507,335.2941176
14893.55,13772.57042,305.8823529,14893.55,13772.57042,305.8823529
16149.03,15976.93662,282.3529412,16149.03,15976.93662,282.3529412
15619.25,16376.58451,261.7647059,15619.25,16376.58451,261.7647059
16387.3,18077.28873,241.1764706,16387.3,18077.28873,241.1764706
16129.6,18327.07746,252.9411765,16129.6,18327.07746,252.9411765
15551.35,17671.65493,241.1764706,15551.35,17671.65493,241.1764706
15369.42,17083.83803,241.1764706,15369.42,17083.83803,241.1764706
15381.88,16032.57042,244.1176471,15381.88,16032.57042,244.1176471
15114.08,14770.10563,297.0588235,15114.08,14770.10563,297.0588235
14552.6,13408.66197,279.4117647,14552.6,13408.66197,279.4117647
14019.85,11995.98592,247.0588235,14019.85,11995.98592,247.0588235
12728.8,9874.542254,261.7647059,12728.8,9874.542254,261.7647059
12015.53,8529.929577,250,12015.53,8529.929577,250
11751.13,7874.190141,258.8235294,11751.13,7874.190141,258.8235294
11416.97,7217.746479,258.8235294,11416.97,7217.746479,258.8235294
11413.13,7095.422535,267.6470588,11413.13,7095.422535,267.6470588
11397.1,7113.274648,294.1176471,11397.1,7113.274648,294.1176471
11313.55,7216.408451,291.1764706,11313.55,7216.408451,291.1764706
11587.1,7232.992958,320.5882353,11587.1,7232.992958,320.5882353
11950.43,7356.021127,367.6470588,11950.43,7356.021127,367.6470588
12000.17,7412.323944,391.1764706,12000.17,7412.323944,391.1764706
11923.45,7571.197183,388.2352941,11923.45,7571.197183,388.2352941
12288.63,8369.71831,344.1176471,12288.63,8369.71831,344.1176471
13445.5,10552.28873,326.4705882,13445.5,10552.28873,326.4705882
15283.38,13378.59155,291.1764706,15283.38,13378.59155,291.1764706
15395.02,15214.15493,255.8823529,15395.02,15214.15493,255.8823529
16020.42,16514.89437,255.8823529,16020.42,16514.89437,255.8823529
16259.2,17576.40845,252.9411765,16259.2,17576.40845,252.9411765
16196.8,17924.85915,241.1764706,16196.8,17924.85915,241.1764706
15927.05,17743.52113,232.3529412,15927.05,17743.52113,232.3529412
15195.18,16399.61268,241.1764706,15195.18,16399.61268,241.1764706
14628.2,15008.97887,238.2352941,14628.2,15008.97887,238.2352941
14527.42,14106.33803,247.0588235,14527.42,14106.33803,247.0588235
14262.13,13088.69718,255.8823529,14262.13,13088.69718,255.8823529
13801.1,12052.88732,238.2352941,13801.1,12052.88732,238.2352941
13539.73,11111.09155,264.7058824,13539.73,11111.09155,264.7058824
12732.45,9752.711268,258.8235294,12732.45,9752.711268,258.8235294
12290.63,8755.035211,255.8823529,12290.63,8755.035211,255.8823529
12154.85,8181.021127,247.0588235,12154.85,8181.021127,247.0588235
12043.55,7867.007042,279.4117647,12043.55,7867.007042,279.4117647
11846.52,7452.852113,317.6470588,11846.52,7452.852113,317.6470588
11870.85,7386.126761,373.5294118,11870.85,7386.126761,373.5294118
12486.17,7769.753521,535.2941176,12486.17,7769.753521,535.2941176
13103.98,7968.169014,576.4705882,13103.98,7968.169014,576.4705882
13613.28,7763.802817,594.1176471,13613.28,7763.802817,594.1176471
13779.42,8378.380282,544.1176471,13779.42,8378.380282,544.1176471
14343.3,9303.802817,500,14343.3,9303.802817,500
15089.7,11649.71831,417.6470588,15089.7,11649.71831,417.6470588
15645.98,14003.20423,338.2352941,15645.98,14003.20423,338.2352941
15687.38,14913.16901,329.4117647,15687.38,14913.16901,329.4117647
14292.75,12792.99296,282.3529412,14292.75,12792.99296,282.3529412
15878.82,15601.19718,282.3529412,15878.82,15601.19718,282.3529412
15822.32,15794.0493,291.1764706,15822.32,15794.0493,291.1764706
14967.92,15606.90141,361.7647059,14967.92,15606.90141,361.7647059
14095.25,15435.66901,358.8235294,14095.25,15435.66901,358.8235294
13760.55,13936.8662,361.7647059,13760.55,13936.8662,361.7647059
13638.92,12728.55634,347.0588235,13638.92,12728.55634,347.0588235
13056.8,11312.74648,317.6470588,13056.8,11312.74648,317.6470588
12573.15,9921.161972,305.8823529,12573.15,9921.161972,305.8823529
13300.55,8952.887324,282.3529412,13300.55,8952.887324,282.3529412
15065.42,7829.753521,261.7647059,15065.42,7829.753521,261.7647059
14863.08,7395.176056,255.8823529,14863.08,7395.176056,255.8823529
14770.18,7095.176056,261.7647059,14770.18,7095.176056,261.7647059
15105.17,7289.190141,261.7647059,15105.17,7289.190141,261.7647059
14060.58,6994.683099,297.0588235,14060.58,6994.683099,297.0588235
13910,6813.415493,347.0588235,13910,6813.415493,347.0588235
14411.7,6972.746479,491.1764706,14411.7,6972.746479,491.1764706
14244.25,7417.640845,591.1764706,14244.25,7417.640845,591.1764706
13333.05,7405.985915,614.7058824,13333.05,7405.985915,614.7058824
13629.63,7866.866197,573.5294118,13629.63,7866.866197,573.5294118
14313.9,9156.267606,485.2941176,14313.9,9156.267606,485.2941176
14787.15,10554.15493,441.1764706,14787.15,10554.15493,441.1764706
14889.32,10545.07042,432.3529412,14889.32,10545.07042,432.3529412
14567.23,10773.20423,394.1176471,14567.23,10773.20423,394.1176471
14673.22,11750.03521,379.4117647,14673.22,11750.03521,379.4117647
14638.15,12549.96479,341.1764706,14638.15,12549.96479,341.1764706
14537.75,12958.62676,344.1176471,14537.75,12958.62676,344.1176471
14218.98,12502.11268,350,14218.98,12502.11268,350
13885.23,12196.40845,391.1764706,13885.23,12196.40845,391.1764706
13684.75,11859.0493,391.1764706,13684.75,11859.0493,391.1764706
13527.15,11467.95775,364.7058824,13527.15,11467.95775,364.7058824
13523.35,10260.88028,341.1764706,13523.35,10260.88028,341.1764706
14086.42,9450.915493,332.3529412,14086.42,9450.915493,332.3529412
15252.55,8616.549296,279.4117647,15252.55,8616.549296,279.4117647
14906.38,7653.908451,273.5294118,14906.38,7653.908451,273.5294118
14424.65,7102.992958,270.5882353,14424.65,7102.992958,270.5882353
14038.55,6773.697183,270.5882353,14038.55,6773.697183,270.5882353
14005.83,6846.408451,276.4705882,14005.83,6846.408451,276.4705882
13853.9,6632.288732,311.7647059,13853.9,6632.288732,311.7647059
13663.83,6756.478873,358.8235294,13663.83,6756.478873,358.8235294
12317.63,7016.760563,500,12317.63,7016.760563,500
13160.73,7583.028169,579.4117647,13160.73,7583.028169,579.4117647
13613.05,7647.992958,620.5882353,13613.05,7647.992958,620.5882353
13283.43,7630.598592,591.1764706,13283.43,7630.598592,591.1764706
13638.9,7704.683099,582.3529412,13638.9,7704.683099,582.3529412
14126.97,7222.605634,626.4705882,14126.97,7222.605634,626.4705882
14337.27,6976.197183,661.7647059,14337.27,6976.197183,661.7647059
14451.65,6837.5,644.1176471,14451.65,6837.5,644.1176471
14509.88,6835.528169,647.0588235,14509.88,6835.528169,647.0588235
14568.85,6889.964789,617.6470588,14568.85,6889.964789,617.6470588
14486.05,7248.450704,594.1176471,14486.05,7248.450704,594.1176471
14260.55,7549.964789,555.8823529,14260.55,7549.964789,555.8823529
13829.73,7612.007042,552.9411765,13829.73,7612.007042,552.9411765
13560,6958.908451,611.7647059,13560,6958.908451,611.7647059
13237.3,6747.323944,602.9411765,13237.3,6747.323944,602.9411765
12817.02,6542.323944,529.4117647,12817.02,6542.323944,529.4117647
13146.45,6062.253521,482.3529412,13146.45,6062.253521,482.3529412
13505.88,5656.795775,405.8823529,13505.88,5656.795775,405.8823529
14161.52,5482.535211,385.2941176,14161.52,5482.535211,385.2941176
